Systemnummer,Barcode,Volltext,Verlagsort normiert ; GND-ID,Verleger normiert ; GND-ID,Drucker ; GND-ID,Erscheinungsjahr,Marker,Werktitel,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe
AC05861699,Z168355202,http://data.onb.ac.at/ABO/%2BZ168355202,Frankfurt am Main; (DE-588)4018118-2,"Hulsius, Maria; (DE-588)1174910941","Palthenius, Hartmann; (DE-588)1037516532",1617,TravelogueD17 Nordamerika,<<A>> description of New England; 1616,Viertzehende Schiffart/ Oder Gründliche vnd warhaffte Beschreibung deß Neuwen Engellandts/ einer Landschafft in NordtJndien/ eines Theils in America/ vnter dem Capitein Johann Schmidt/ Rittern/ Admiral derselben Landtschafft/ auch dem glücklichen Fortgang so er mit Sechs Schiffen deren Orts gehabt; Beneben einem kurtzen Discurß/ wie es jhme auff der Reise ergangen/ von den Frantzosen gefangen/ vnd der Gefängnuß erlediget/ vnnd wie es jtzo daselbst beschaffen/ alles nechst abgelauffenen 1616. Jahrs. Durch einen Liebhaber der Historien auß dem Englischen in Hoch Teutsch versetzt
AC13796373,Z16835250X,http://data.onb.ac.at/ABO/%2BZ16835250X,Frankfurt am Main; (DE-588)4018118-2,"Hulsius, Maria; (DE-588)1174910941","Hulsius, Maria; (DE-588)1174910941",1628,TravelogueD17 Nordamerika,<<A>> description of New England; 1616,Viertzehende Schiffart/ Oder Gründliche vnd warhaffte Beschreibung deß Newen Engellands/ einer Landschafft in NordtJndien/ eines Theils in America/ vnter dem Capitein Johann Schmidt/ Rittern/ Admiral derselben Landschafft/ auch dem glücklichen Fortgang so er mit Sechs Schiffen deren Orts gehabt; Beneben einem kurtzen Discurs/ wie es jhme auff der Reise ergangen/ von den Frantzosen gefangen/ vnd der Gefängnuß erlediget/ vnd wie es jetzo daselbst beschaffen/ alles nechst abgelauffenen 1616. Jahrs. Durch einen Liebhaber der Historien auß dem Englischen in HochTeutsch versetzt
AC14465876,Z168352808,http://data.onb.ac.at/ABO/%2BZ168352808,Frankfurt am Main; (DE-588)4018118-2,"Hulsius, Friedrich <<van>>; (DE-588)123645336","Hofer, Johann; (DE-588)136203086",1620,TravelogueD17 Asien Nordamerika Südamerika,Oost ende West-Indische spiegel; 1619; http://viaf.org/viaf/183879403,<<Die>> Siebenzehende Schiffart. Das ist: Eigentliche vnnd warhaftige beschreibung/ der wunderbahre[n] Reiß vnd Schiffart/ so durch Herr Giorgio von Spilbergern glücklichen volbracht; Beneben Erzehlung/ was für Landschafften/ Jnsuln Völcker vnd Nationen allda gefunden/ vnd sich sonsten auff der Reiß denckwürdiges zugetragen. Mit schönen Charten vnd Kupfferstücken erklärt vnd für Augen gestelt
AC11092838,Z185157405,http://data.onb.ac.at/ABO/%2BZ185157405,Oppenheim; Frankfurt am Main; (DE-588)4043637-8; (DE-588)4018118-2,"Bry, Johann Theodor <<de>>; (DE-588)11851640X","Galler, Hieronymus; (DE-588)136199127",1620,TravelogueD17 Südamerika Nordamerika Asien,Oost ende West-Indische spiegel; 1619; http://viaf.org/viaf/183879404,"Appendix Deß eilfften Theils Americæ, Das ist: Warhafftige Beschreibung der wunderbahren Schifffahrt/ so Georgius von Spielbergen/ als von der Niderländischen Jndianischen Societet bestellter Oberster vber sechs Schiffe/ durch die Magellanische Strasse/ vnd in der SuderSee/ vom Jahr 1614. biß in das 1618. Jahr verrichtet; Jn welcher die newe Schifffahrt durch die SuderSee/ auch viel vnbekante Landschafften/ Jnseln vnd Völcker/ neben allem was jhm auff derselben Reyse fürkommen vnd zu handen gangen/ auß vberschicktem Tagregister/ fleissig verzeichnet mit vielen frembden Figuren/ so vormals nie gesehen/ gezieret vnd beschrieben. Durch M. Gotthard Arthus von Dantzig"
AC11093628,Z185144502,http://data.onb.ac.at/ABO/%2BZ185144502,Frankfurt am Main; (DE-588)4018118-2,"Bry, Johann Theodor <<de>>;;Bry, Johann Israel <<de>>; (DE-588)11851640X;;(DE-588)118516396","Becker, Matthaeus; (DE-588)119615959",1605,TravelogueD17 Orient; TravelogueD17 Asien,"Historiael journael, van tghene ghepasseert is van weghen drie schepen","Siebender Theil der Orientalischen Jndien/ darinnen zwo vnterschiedliche Schiffarten begrieffen/; Erstlich Eine Dreyjährige Reyse Georgij von Spielbergen Admiral vber drey Schiffe/ welche An. 1601. auß Seelandt nach den Orientalischen Jndien abgefahren/ vnd nach viel widerwertigkeiten An. 1604. wider in Seelandt ankom[m]en/ darinnen seine gantze Reyse vnd was jme für Abentheuer auff derselben begegnet/ wie dann auch die mächtige Königreich Matecalo vnnd Candy, sampt ihren prächtigen Königen/ Sitten vnd Ceremonien/ verzeichnet vnd beschrieben. Zum andern ein Neunjärige Reyse eines Venetianischen Jubilirers/ Casparus Balby genannt/ sampt allem/ was jme auff derselben von 1579. biß in 1588. begegnet vnd widerfahren/ neben Anweisung aller Zöllen/ Gewichten/ Massen und Müntzen deren man sich von Alleppo auß biß ins Königreich Pegù zu gebrauchen/ wie denn auch deß Handels vnd Wandels Lebens Sitten/ Ceremonien vnnd Gebräuchen der Völcker vnnd Einwohner deß mächtigen Königreichs Pegù; Auß Niderländischer vnd Jtalianischer Spraach beschrieben/ Durch M. Gotthardt Arthus vnd andere der Historien Liebhaber. Alles mit zierlichen Kupfferstücken gezieret vnd an Tag gegeben/ durch Johann Theodor vnd Johann Jsrael de Bry Gebrüder"
AC14493767,Z260071701,http://data.onb.ac.at/ABO/%2BZ260071701,Nürnberg; (DE-588)4042742-0,"Hoffmann, Johann; (DE-588)124577466","Knorz, Andreas; (DE-588)1033908266",1681,TravelogueD17 Europa Asien; TravelogueD17 Orient,"Voyage d'Italie, de Dalmatie, de Grèce et du Levant; 1678","Jtaliänische/ Dalmatische/ Griechische und Orientalische Reise=Beschreibung; Worinn Allerhand merkwürdige/ vormals in Europa unbekannte/ Antiquitäten/ enthalten/ Welche Jacob Spon und Georgius Wheler, Englischer von Adel/ Als sie obbenannte Lande/ im Jahre 1675 und 1676 durchreiset/ fleissig zusammen getragen/ und der Welt/ zu nützlicher Nachricht/ in den Druck befördert; Anjetzo aber aus dem Französischen ins Teutsche übersetzt durch F. Menudier/ deß Hochfürstl. Bayreuth. Collegii Christian-Ernestini Prof. Publ."
AC14493773,Z260071609,http://data.onb.ac.at/ABO/%2BZ260071609,Nürnberg; (DE-588)4042742-0,"Hoffmann, Johann; (DE-588)124577466","Knorz, Andreas; (DE-588)1033908266",1681,TravelogueD17 Europa Asien; TravelogueD17 Orient,"Voyage d'Italie, de Dalmatie, de Grèce et du Levant; 1678","Jtaliänische/ Dalmatische/ Griechische und Orientalische Reise=Beschreibung; Worinn Allerhand merkwürdige/ vormals in Europa unbekannte/ Antiquitäten/ enthalten/ Welche Jacob Spon und Georgius Wheler, Englischer von Adel/ Als sie obbenannte Lande/ im Jahre 1675 und 1676 durchreiset/ fleissig zusammen getragen/ und der Welt/ zu nützlicher Nachricht/ in den Druck befördert; Anjetzo aber aus dem Französischen ins Teutsche übersetzt durch F. Menudier/ deß Hochfürstl. Bayreuth. Collegii Christian-Ernestini Prof. Publ."
AC10337706,Z206541004,http://data.onb.ac.at/ABO/%2BZ206541004,Jena; (DE-588)4028557-1,"Fleischer, Johann Theodor;;Fleischer, David; (DE-588)136284981;;(DE-588)136284973","Müller, Georg Heinrich; (DE-588)129497991",1675,TravelogueD17 Asien Europa; TravelogueD17 Orient,Morgenländische Reise-Beschreibung,Morgenländische Reise=Beschreibung/ Des Hoch=Edelgebornen/ Gestrengen und Vesten Herrn/ Herrn Arnd Gebhards von Stammer/ etc.; Welche er vor etzlichen Jahren mit großer Lebens=Gefahr/ iedoch aber/ durch hochpreisliche GnadeGottes/ ohne Verlust des Lebens gethan ; Darinnen die denckwürdigste Dinge/ so in solchen Ländern zu sehen und zu mercken/ auch Das Heilige Grab unsers liebsten HErrn und Heilandes Jesu Chrjstj/ Neben andern umbliegenden heiligen Oertern/ gantz eigentlich beschrieben werden. Zum andernmal gedruckt
AC10356133,Z15959440X,http://data.onb.ac.at/ABO/%2BZ15959440X,Amsterdam; (DE-588)4001783-7,"Someren, Joannes <<van>>;;Meurs, Jacob <<van>>; (DE-588)1037511786;;(DE-588)123414245",,1678,TravelogueD17 Europa Asien Afrika; TravelogueD17 Orient,"Drie aanmerkelijke en zeer rampspoedige Reysen door Italien, Griekenlandt, Liflandt Moscovien, Tartarijen, Meden, Persien, Oost-Indien, Japan en verscheyden andere gewesten; (DE-588)1138849049","<<Joh. Jansz. Strauszens>> Sehr schwere/ wiederwertige/ und Denckwürdige Reysen/ Durch Jtalien/ Griechenland/ Lifland/ Moscau/ Tartarey/ Meden/ Persien/ Türckey/ Ost-Jndien/ Japan/ und unterschiedliche andere Länder; Worinnen Außerhalb der gewissen gründlichen Beschreibung ermeldeter Oerter/ und derer Eygenschafft und Natur/ wunderliche Zufälle und warhafftige Geschichte/ angewiesen werden/ welche der Author selbst durch gefährliche Schiffbrüche/ Plünderungen/ schwere Dienstbarkeit unter den Türcken/ Persiern/ und Tartern/ grosse Hungers-noht/ Marter/ und vielerley Ungemacht/ ausgestanden. Angefangen Anno 1647. und vollbracht 1673. begreiffende die zeit gantzer 26. Jahre. Neben zweyen beygefügten Brieffen/ verhandelende den greulichen Mord/ Verrähterey und Ubergabe der Stadt Astracan, mit noch vielen Umständen; wie auch die mannigfaltige Gefahr und Elend/ so Cap. David Butler erlitten/ und zu Ispahan selbsten beschrieben hat. Verziehert mit vielen schönen Kupffer-stücken/; vom Authore selbst nach dem Leben gezeichnet. Aus dem Holländischen übergesetzet von A. M."
AC08918860,Z114815607,http://data.onb.ac.at/ABO/%2BZ114815607,,,,1672,TravelogueD17 Orient; TravelogueD17 Europa Asien,"Caesarea Legatio, quam mandante Imp. Leopoldo I. ad Portam Ottomannicam suscepit, perfecitque Walterus Comes de Leslie",Keiserliche Botschafft an die Ottomannische Pforte/ welche/ auf Befehl Jhrer Röm. Keis. Maj. Leopoldus des I. der Hochgebohrne Herr Herr Walter Leßlie des H. R. Reichs Graf/ Herr zu Pettau und Neustadt ob der Mettau/ K. M. geh. und Hof=Krigs=Raht/ Feldmarschall/ und über die Windisch= und Sclavonischen Gränzen General/ glüklich verrichtet; Anfangs in Lateinischer Sprache von P. Paul Tafernern/ Jesuitern/ und Hoch=Gräflichen Reise=Kapellan aus eigener Erfahrung beschrieben/ nunmehro aber Dem Teutschliebenden Leser zum besten verteutschet durch B. Z. v. W.
AC15257577,Z162737605,http://data.onb.ac.at/ABO/%2BZ162737605,Nürnberg; (DE-588)4042742-0,"Hoffmann, Johann; (DE-588)124577466","Knorz, Andreas; (DE-588)1033908266",1681,TravelogueD17 Asien Europa; TravelogueD17 Orient,Recueil de plusieurs Relations Et Traitez singuliers & curieux,Kurtzer Begriff etlicher Relationen und absonderlicher Curioser Tractätlein Herrn Johann Baptisten Taverniers/  Ritters und Freyherrns von Aubonne/; Welche in denen Sechs vorhergehnden Reisen/ als denen Zweyen absonderlichen Theilen / nicht haben können beygebracht werden/ Nunmehr aber/ an statt Des Dritten Theils/ die Fünf nachfolgende Stücke in sich begreiffen: I. Eine Relation von Japon/ die Ursache der Christen Verfolgung in denselben Jnsulen/ nebst einer Land=Karte vorstellend.II. Relation/ was bey Handlung der in Persien und Jndien/ so wol von dem König als der Französischen Compagnie Abgeordneten/ in Sachen/ die Kauffmannschaft betreffend/ vorgelauffen.III. Anmerkungen über die Ost=Jndianische Handlung/ und was vor Betrug dabey unterlaufen kan. IV. Eine neue und absonderliche Relation vom Königreich Tunquin/ nebst vielen Kupfer=Figuren und Land=Karten.V. Historie von der Holländer Verhalten in Asien; Nebst der Relation von dem innern Palast des Groß=Türken
AC15256899,Z162737502,http://data.onb.ac.at/ABO/%2BZ162737502,Nürnberg; (DE-588)4042742-0,"Hoffmann, Johann; (DE-588)124577466","Knorz, Andreas; (DE-588)1033908266",1681,TravelogueD17 Asien; TravelogueD17 Orient,"Six Voyages en Turquie, en Perse, et aux Indes; http://viaf.org/viaf/3021148574265424430001",<<Herrn Johann Baptisten Taverniers/ Freyherrns von Aubonne/>> Vierzig=Jähriger Reise=Beschreibung
AC15256872,Z162737502,http://data.onb.ac.at/ABO/%2BZ162737502,Nürnberg; (DE-588)4042742-0,"Hoffmann, Johann; (DE-588)124577466","Knorz, Andreas;;Hoffmann, Johann; (DE-588)1033908266;;(DE-588)124577466",1681,TravelogueD17 Asien; TravelogueD17 Orient,"Six Voyages en Turquie, en Perse, et aux Indes; http://viaf.org/viaf/3021148574265424430001","<<Herrn Johann Baptisten Taverniers/ Freyherrns von Aubonne/>> Vierzig=Jährige Reise=Beschreibung; Worinnen dessen/ durch Türkey/ Persien/ Jndien/ und noch mehr anderer Oerter/ höchst=löblichst=vollbrachte sechsmalige Länder=Reise/ Benebenst der eigentlichen und wahren Beschaffenheit selbiger mächtigen Königreiche Religion/Regiment/ der Jnnwohner Natur/ Sitten und Gewonheit/ Handel und Gewerb ; ingleichen der allda gangbaren Münze/ Maß/ Gewicht/ und deren Werth/ ausführlichst verzeichnet/ durch accurate Kupfer auf das genueste abgebildet/ und/ Jn Dreyen Theilen/ Samt einer Relation/ von ausführlicher Beschaffenheit deß Serrails oder Türkischen Palasts vorgestellet. Auch noch über diß/ statt eines höchst=nutzlichen Anhangs/ beygefüget wird Jacob Spons/ Med. Doctoris, Curieuse Reise, durch Jtalien/ Dalmatien/ Griechen= und Morgenland; Alles/ Teutscher Nation zu Liebe/ Nutz und Ergötzung/ aus dem Französischen in das Teutsche treulichst übergetragen/ und zum Druck befördert/ durch J. Menudier/ deß Hoch=Fürstl. Bayreuthischen Collegii Christian-Ernestini Prof. Publ."
AC15353248,Z162737708;Z162867902,http://data.onb.ac.at/ABO/%2BZ162737708;http://data.onb.ac.at/ABO/%2BZ162867902,Genf; (DE-588)4020137-5,"Widerhold, Johann Hermann; (DE-588)12441995X","Widerhold, Johann Hermann; (DE-588)12441995X",1681,TravelogueD17 Asien; TravelogueD17 Orient,"Six Voyages en Turquie, en Perse, et aux Indes; http://viaf.org/viaf/3021148574265424430001","Beschreibung Der Sechs Reisen/ Welche Johan Baptista Tavernier, Ritter und Freyherr  von Aubonne. Jn Türckey/ Persien und Jndien/ innerhalb viertzig Jahren/ durch alle Wege/ die man nach diesen Länderen nehmen kan/ verrichtet; Worinnen Vnterschiedliche Anmerckungen von der Beschaffenheit der Religion/ Regierung/ Gebräuchen und Handlungen/ jeglichen Landes enthalten. Samt den Figuren/ Gewichten und dem Maß der Müntzen/ welche in diesen Länderen gangbar sind"
AC15353192,Z162737708;Z162867902,http://data.onb.ac.at/ABO/%2BZ162737708;http://data.onb.ac.at/ABO/%2BZ162867902,Genf; (DE-588)4020137-5,"Widerhold, Johann Hermann; (DE-588)12441995X","Widerhold, Johann Hermann; (DE-588)12441995X",1681,TravelogueD17 Asien,"Six Voyages en Turquie, en Perse, et aux Indes; http://viaf.org/viaf/3021148574265424430001","Beschreibung Der Sechs Reisen/ Welche Johan Baptista Tavernier, Ritter und Freyherr  von Aubonne, Jn Türckey/ Persien und Jndien/ innerhalb viertzig Jahren/ durch alle Wege/ die man nach diesen Länderen nehmen kan/ verrichtet:; Worinnen Vnterschiedliche Anmerckungen von der Beschaffenheit der Religion/ Regierung/ Gebräuchen und Handlungen/ jeglichen Landes enthalten. Samt den Figuren/ Gewichten und dem Maß der Müntzen/ welche in diesen Länderen gangbar sind"
AC15353060,Z162737708;Z162867902,http://data.onb.ac.at/ABO/%2BZ162737708;http://data.onb.ac.at/ABO/%2BZ162867902,Genf; (DE-588)4020137-5,"Widerhold, Johann Hermann; (DE-588)12441995X","Widerhold, Johann Hermann; (DE-588)12441995X",1681,TravelogueD17 Asien Europa; TravelogueD17 Orient,"Six Voyages en Turquie, en Perse, et aux Indes; http://viaf.org/viaf/3021148574265424430001","Beschreibung Der Sechs Reisen/ Welche Johan Baptista Tavernier, Ritter und Freyherr  von Aubonne. Jn Türckey/ Persien und Jndien/ innerhalb viertzig Jahren/ durch alle Wege/ die man nach diesen Länderen nehmen kan/ verrichtet:; Worinnen Vnterschiedliche Anmerckungen von der Beschaffenheit der Religion/ Regierung/ Gebräuchen und Handlungen/ jeglichen Landes enthalten. Samt den Figuren/ Gewichten und dem Maß der Müntzen/ welche in diesen Länderen gangbar sind. Anfangs Frantzösisch beschrieben/ und in drey Theil abgetheilt/ anjetzo aber nebenst der Beschreibung des Türckischen Serrails, und der Krönung des jetzt Regierenden Königs in Persien/; in der Hoch=Teutschen Sprach ans Liechts gestellt/ Durch Johann Herman Widerhold"
AC10369282,Z180631708,http://data.onb.ac.at/ABO/%2BZ180631708,Leipzig; (DE-588)4035206-7,"Grosse, Henning; (DE-588)129309702","Lantzenberger, Michael; (DE-588)119738651",1608,TravelogueD17 Europa Asien; TravelogueD17 Orient,"Kurtze und warhafftige Beschreibung der Reiss von Prag aus, durch Schlesien, Polen, Moscaw, Tartareyen, bis an den Königlichen Hoff in Persien; 1608",Kurtze vnd warhafftige beschreibung der Reiß Von Prag aus/ Durch Schlesien/ Polen/ Moscaw/ Tartareyen/ Bis an den Königlichen Hoff in Persien; So von Georgio Tectandro von der Jabel/ mit verleihung Göttlicher hülffe Anno 1605. durch glück vnd vnglück verrichtet worden ist
AC10369283,Z157614406,http://data.onb.ac.at/ABO/%2BZ157614406,Altenburg; Leipzig; (DE-588)4001409-5; (DE-588)4035206-7,"Grosse, Henning; (DE-588)129309702","Grosse, Henning; (DE-588)129309702",1609,TravelogueD17 Europa Asien; TravelogueD17 Orient,"Kurtze und warhafftige Beschreibung der Reiss von Prag aus, durch Schlesien, Polen, Moscaw, Tartareyen, bis an den Königlichen Hoff in Persien; 1608","Iter Persicvm, Kurtze/ doch auszführliche vnd warhafftige beschreibung der Persianischen Reiß:; Welche auff der Röm: Kay: May: aller gnedig. Befelch/ im Jahr Christi 1602. Von dem Edlen vnd Gestrengen Herren Stephano Kakasch von Zaloukemeny/ vornehmen Siebenbürgischen vom Adel/ angefangen: Vnd alß derselbig vnterwegen zu Lantzen in Medien Land todes verschieden: von seinem Reißbefeherten Georgio Tectandro von der Jabel vollends continuiret vnd verrichtet worden. Beyneben fleissigen verzeichniß aller gedenckwürdigen sachen/ welche jhnen/ so wol vnter wegen/ in Polen/ Littaw/ Reussen/ Moscaw/ Tartarey/ Cassaner vnd Astarcanier Land/ vnd auff dem Caspischen Meer: Alß auch in Persien/ vnd Armenien/ auch andern Provintzen Asiæ vnd Europæ hin vnd wieder begegnet vn[d] zugestanden: Wie solches durch obgemelten Herren Georgen Tectander von der Jabel/ zu seiner nach Prag wiederkunfft auffs Pappier gebracht/ vnd höchstgedachter jrer Kays. May. Anno 1605. den 8. Ian. vnterthenigst ist vbergeben worden. Nu mit fleiß vbersehen/ vnd in Druck verfertiget/ auch mit schönen Kupfferstücken gezieret"
AC03958402,Z59449401,http://data.onb.ac.at/ABO/%2BZ59449401,Frankfurt am Main; (DE-588)4018118-2,"Fievet, Philipp; (DE-588)1037532392","Fievet, Philipp; (DE-588)1037532392",1693,TravelogueD17 Afrika Asien Europa; TravelogueD17 Orient,Voyages tant en Europe qu'en Asie et en Afrique,"<<Deß Herrn Thevenots>> Reisen In Europa, Asia und Africa; Worinnen gehandelt wird von der Morgenländischen Reise/  und unter andern denen unterthänigen Herrschaften deß Groß=Türcken/ denen Sitten/ Religionen/ Machten/ Weltlichen Regiment/ Sprachen und Gebräuchen derer Jnwohner dieses grossen Reichs/ Wie auch Denen unterschiedenen Umbständen deß Archipelagi, Constantinopels/ deß heyligen Landes/ Egyptens/ der Pyramiden/ Mumien/ deren Wüsten Arabiens/ Mecha/ und anderer Orthen mehr in Asia und Africa, dergleichen seithero wenig angemerckt und von andern beschrieben worden/ Benebenst Denen merckwürdigsten Begebenheiten bey der Belagerung Bagdats, denen gebrauchten Ceremonien bey Annehmung derer Abgesandten deß Groß-Mogols und dem Gespräche deß Autoris mit dem Pretejan von dem Ursprung deß Nili. Erstlich in Frantzösischer Sprache beschrieben/ mit schönen Kupffern geziehret/ und 3. vollständigen Registern versehen/ anjetzo aber in die Hoch-Teutsche Sprache auff grosses Verlagen übersetzet/ und Jn drey Theil verfassert; Deß Herrn Thevenots"
AC03958445,Z258853601,http://data.onb.ac.at/ABO/%2BZ258853601,Frankfurt am Main; (DE-588)4018118-2,"Fievet, Philipp; (DE-588)1037532392","Fievet, Philipp; (DE-588)1037532392",1693,TravelogueD17 Afrika Asien Europa; TravelogueD17 Orient,Voyages tant en Europe qu'en Asie et en Afrique,"<<Deß Herrn Thevenots>> Reisen In Europa, Asia und Africa"
AC03958471,Z258853704,http://data.onb.ac.at/ABO/%2BZ258853704,Frankfurt am Main; (DE-588)4018118-2,,"Fievet, Philipp; (DE-588)1037532392",1693,TravelogueD17 Asien,Voyages tant en Europe qu'en Asie et en Afrique,<<Deß Hn. Thevenots>> Reysen Jn Ost=Jndien
AC10383262,Z169667207,http://data.onb.ac.at/ABO/%2BZ169667207,Würzburg; (DE-588)4067037-5,"Fleischmann, Georg; (DE-588)1037515986","Fleischmann, Georg; (DE-588)1037515986",1604,TravelogueD17 Asien Südamerika,"Breve relatione del P. Diego de Torres della Compagnia di Giesu, procuratore della provincia del Peru, circa il frutto che si raccoglie con gli indiani di quel regno","Kurtzer Bericht was Gott/ vermittelst der Societet Iesv, in den Peruanischen Ländern/ außgericht; Durch P. Iacobvm Torrensem, gemelter Societet Priestern/ vnd der Peruanischen Prouintz Procuratorn: zu Trost seiner Brüder so in Europa leben/ beschriben. Sampt Einem Jarschreiben auß den Philippinischen Insulen deß 1600. Jars. Erstlich Jn Jtalienischer Sprach zu Rom getruckt/ an jetzo aber auß derselben/ in die Hochteutsche vbersetzt"
